country,code,yr,y,k,l,h,lnk,lny,lnl,lnh
Australia,1,1,71.830585,195.60763,6.31243,6,5.276111,4.274311,1.842521,1.791759
Australia,1,2,72.675713,206.24128,6.45907,5.98,5.329047,4.286007,1.865485,1.788421
Australia,1,3,77.58336,217.75483,6.6057,5.9699998,5.38337,4.351353,1.887933,1.786747
Australia,1,4,83.080569,230.89883,6.75234,5.96,5.441979,4.419811,1.909889,1.785071
Australia,1,5,88.950972,246.27785,6.89898,5.96,5.50646,4.488085,1.931374,1.785071
Australia,1,6,90.872996,262.38983,7.04562,5.9699998,5.569831,4.509463,1.952406,1.786747
Australia,1,7,96.882041,278.35967,7.20767,5.9899998,5.628914,4.573494,1.975146,1.790091
Australia,1,8,100.50484,295.15468,7.36972,6.0300002,5.6875,4.610206,1.99738,1.796747
Australia,1,9,109.32516,313.68112,7.53178,6.0700002,5.748377,4.694326,2.019131,1.803359
Australia,1,10,115.46024,333.04039,7.69383,6.1199999,5.808264,4.748926,2.040419,1.811562
Australia,1,11,121.8936,353.22688,7.85589,6.1599998,5.867111,4.803149,2.061264,1.818077
Australia,1,12,128.14352,373.78756,8.0557,6.2399998,5.923687,4.853151,2.08638,1.83098
Australia,1,13,133.63372,393.97684,8.25552,6.3099999,5.976292,4.895103,2.110882,1.842136
Australia,1,14,139.00698,414.52932,8.45533,6.3899999,6.027143,4.934524,2.134797,1.854734
Australia,1,15,141.32119,432.34764,8.65515,6.46,6.06923,4.951035,2.158154,1.865629
Australia,1,16,144.66356,451.04136,8.85495,6.54,6.111559,4.974411,2.180977,1.877937
Australia,1,17,148.79819,469.63969,8.99745,6.6300001,6.151966,5.002591,2.196941,1.891605
Australia,1,18,150.17778,487.10382,9.13995,6.7199998,6.188478,5.01182,2.212655,1.905088
Australia,1,19,157.67221,506.12958,9.28245,6.8099999,6.226793,5.060518,2.228126,1.918392
Australia,1,20,161.50135,524.74105,9.42494,6.9099998,6.262905,5.084514,2.243359,1.93297
Australia,1,21,166.99997,546.39509,9.56744,6.98,6.303342,5.117994,2.258366,1.943049
Australia,1,22,169.58919,569.97426,9.74296,7.0799999,6.345591,5.133379,2.276545,1.957274
Australia,1,23,167.29242,587.65771,9.91847,7.1599998,6.376145,5.119743,2.294399,1.96851
Australia,1,24,176.55605,605.85574,10.09397,7.2399998,6.406642,5.173638,2.311938,1.979621
Australia,1,25,186.09644,627.15724,10.26949,7.3200002,6.441197,5.226265,2.329177,1.99061
Australia,1,26,193.37555,649.71289,10.445,7.4000001,6.476531,5.264634,2.346123,2.00148
Australia,1,27,198.13148,671.39214,10.6506,7.5,6.509353,5.288931,2.365616,2.014903
Australia,1,28,207.55297,694.65335,10.8562,7.5999999,6.543413,5.335387,2.384736,2.028148
algeria,2,1,22.18598,69.64206,5.658,1.62,4.243369,3.099461,1.73307,0.4824262
algeria,2,2,19.442268,73.501385,5.7228,1.65,4.297304,2.967449,1.744458,0.5007753
algeria,2,3,15.407794,74.472497,5.7876,1.6799999,4.31043,2.734874,1.755718,0.5187938
algeria,2,4,19.499319,75.572249,5.8524,1.72,4.325089,2.97038,1.766852,0.5423243
algeria,2,5,20.523629,75.723448,5.9172,1.76,4.327088,3.021577,1.777863,0.5653138
algeria,2,6,21.869072,76.064145,5.982,1.79,4.331577,3.085073,1.788755,0.5822156
algeria,2,7,20.818971,75.586273,6.09175,1.8099999,4.325274,3.035865,1.806935,0.5933268
algeria,2,8,22.795051,76.368044,6.20148,1.86,4.335564,3.126544,1.824788,0.6205765
algeria,2,9,25.252579,77.910786,6.31123,1.92,4.355565,3.228928,1.842331,0.6523252
algeria,2,10,27.374021,80.629318,6.42098,1.99,4.389863,3.309594,1.859571,0.6881347
algeria,2,11,29.783093,84.949549,6.53072,2.0599999,4.442058,3.393941,1.876517,0.722706
algeria,2,12,27.510309,89.041256,6.76893,2.0999999,4.4891,3.314561,1.912343,0.7419373
algeria,2,13,32.959795,94.21031,7.00714,2.1600001,4.54553,3.495289,1.94693,0.7701083
algeria,2,14,33.963094,100.7612,7.24536,2.25,4.612753,3.525275,1.980361,0.8109302
algeria,2,15,36.476289,109.15947,7.48356,2.3499999,4.69281,3.596663,2.012709,0.8544153
algeria,2,16,38.336705,119.9078,7.72177,2.4400001,4.786723,3.646408,2.044044,0.8919981
algeria,2,17,41.556701,132.90101,8.02795,2.54,4.889605,3.727059,2.082929,0.9321641
algeria,2,18,43.759587,147.63501,8.33413,2.6400001,4.994743,3.778711,2.120359,0.9707789
algeria,2,19,47.785361,165.67869,8.6403,2.75,5.11005,3.866719,2.156437,1.011601
algeria,2,20,51.321446,181.09895,8.94648,2.8699999,5.199044,3.938109,2.19126,1.054312
algeria,2,21,51.783504,195.92901,9.25265,3.01,5.277752,3.947072,2.22491,1.10194
algeria,2,22,53.340619,210.86269,9.58293,3.1600001,5.351207,3.976698,2.259983,1.150572
algeria,2,23,56.773816,225.84599,9.91319,3.3099999,5.419853,4.039075,2.293866,1.196948
algeria,2,24,59.831755,241.4332,10.24346,3.46,5.486593,4.091537,2.326639,1.241269
algeria,2,25,63.351132,257.28185,10.57373,3.6199999,5.550172,4.148693,2.358373,1.286474
algeria,2,26,66.904744,272.29238,10.904,3.78,5.606876,4.20327,2.38913,1.329724
algeria,2,27,66.882474,285.15939,11.3636,3.95,5.653049,4.202937,2.430415,1.373716
algeria,2,28,65.05155,293.56743,11.8232,4.1100001,5.682107,4.17518,2.470064,1.413423
argentina,3,1,57.350767,128.23712,13.12779,5.27,4.853881,4.049186,2.574731,1.66203
argentina,3,2,61.347942,137.40321,13.3354,5.3499999,4.92292,4.116561,2.590422,1.677096
argentina,3,3,60.738757,145.05737,13.54301,5.4400001,4.977129,4.106582,2.60587,1.693779
argentina,3,4,59.024605,150.62632,13.75064,5.52,5.014802,4.077954,2.621085,1.708378
argentina,3,5,65.312985,157.12133,13.95825,5.5999999,5.057018,4.179191,2.636071,1.722767
argentina,3,6,71.026835,163.98803,14.16587,5.6900001,5.099793,4.263058,2.650836,1.73871
argentina,3,7,71.525138,170.57124,14.38464,5.7800002,5.139153,4.270049,2.666161,1.754404
argentina,3,8,73.823281,177.52613,14.6034,5.8699999,5.179118,4.301674,2.681254,1.769855
argentina,3,9,76.619727,185.96776,14.82217,5.9499998,5.225573,4.338855,2.696124,1.783391
argentina,3,10,83.519177,197.62854,15.04094,6.02,5.286389,4.425076,2.710776,1.795087
argentina,3,11,87.330513,209.13812,15.25971,6.0900002,5.342995,4.4697,2.725216,1.806648
argentina,3,12,91.150033,221.78167,15.49993,6.1599998,5.401693,4.512507,2.740835,1.818077
argentina,3,13,93.019783,234.14173,15.74014,6.2199998,5.455926,4.532812,2.756214,1.82777
argentina,3,14,96.506683,244.46696,15.98036,6.3000002,5.49908,4.569612,2.77136,1.84055
argentina,3,15,101.8394,255.17018,16.22058,6.3699999,5.541931,4.623397,2.786281,1.851599
argentina,3,16,101.34109,265.48914,16.46079,6.4400001,5.581574,4.618492,2.800981,1.862529
argentina,3,17,101.09918,277.5405,16.65852,6.54,5.625967,4.616102,2.812922,1.877937
argentina,3,18,107.67672,293.84419,16.85624,6.6300001,5.68305,4.679133,2.824721,1.891605
argentina,3,19,104.04934,305.98375,17.05396,6.73,5.723532,4.644865,2.836382,1.906575
argentina,3,20,111.55231,319.25725,17.25168,6.8200002,5.765997,4.714494,2.847909,1.91986
argentina,3,21,113.71563,333.36233,17.4494,6.9200001,5.80923,4.733701,2.859305,1.934416
argentina,3,22,105.84161,342.16932,17.65572,7.0100002,5.835306,4.661944,2.87106,1.947338
argentina,3,23,100.03704,344.53173,17.86204,7.0999999,5.842186,4.605541,2.882678,1.960095
argentina,3,24,102.9387,345.96176,18.06836,7.1999998,5.846328,4.634134,2.894162,1.974081
argentina,3,25,105.26266,345.96176,18.27468,7.29,5.846328,4.656459,2.905516,1.986503
argentina,3,26,100.1895,344.34272,18.481,7.3899999,5.841638,4.607063,2.916743,2.000128
argentina,3,27,106.24542,343.74425,18.7342,7.48,5.839898,4.665752,2.930351,2.012233
argentina,3,28,108.8113,345.11759,18.9874,7.5799999,5.843885,4.689615,2.943776,2.025513
austria,4,1,46.720586,89.722135,4.64,8.6400003,4.496717,3.844185,1.534714,2.156403
austria,4,2,49.202414,97.877082,4.6338,8.6999998,4.583713,3.895943,1.533377,2.163323
austria,4,3,50.382004,106.0276,4.6276,8.75,4.6637,3.919634,1.532038,2.169054
austria,4,4,52.437115,114.26759,4.6214,8.8000002,4.738543,3.959615,1.530698,2.174752
austria,4,5,55.603159,123.37402,4.6152,8.8199997,4.81522,4.01824,1.529355,2.177022
austria,4,6,57.192309,132.82381,4.609,8.8000002,4.889023,4.04642,1.528011,2.174752
austria,4,7,60.419662,143.16924,4.59912,8.8199997,4.964027,4.101315,1.525865,2.177022
austria,4,8,62.236873,153.1122,4.58925,8.8100004,5.031171,4.130948,1.523717,2.175888
austria,4,9,65.020359,163.10493,4.57937,8.79,5.094394,4.1747,1.521561,2.173615
austria,4,10,69.10115,173.48998,4.56951,8.7600002,5.15612,4.235571,1.519406,2.170196
austria,4,11,74.023092,185.11901,4.55963,8.7399998,5.220999,4.304377,1.517241,2.16791
austria,4,12,77.808001,198.84366,4.57825,8.75,5.292519,4.354244,1.521317,2.169054
austria,4,13,82.638242,214.58384,4.59686,8.75,5.368701,4.414473,1.525373,2.169054
austria,4,14,86.677004,229.77718,4.61548,8.75,5.43711,4.462189,1.529416,2.169054
austria,4,15,90.095313,245.30638,4.63409,8.7299995,5.502508,4.500868,1.53344,2.166765
austria,4,16,89.768878,258.99031,4.6527,8.71,5.556791,4.497238,1.537448,2.164472
austria,4,17,93.877641,273.02394,4.69177,8.6899996,5.60956,4.541992,1.54581,2.162173
austria,4,18,98.140242,287.7381,4.73084,8.6800003,5.662051,4.586398,1.554103,2.161021
austria,4,19,98.198217,300.82066,4.76991,8.6499996,5.706514,4.586988,1.562327,2.157559
austria,4,20,102.85387,314.2425,4.80898,8.6400003,5.750165,4.633309,1.570485,2.156403
austria,4,21,105.85471,327.88657,4.84805,8.6099997,5.792668,4.662067,1.578577,2.152924
austria,4,22,105.54946,340.62385,4.89803,8.6000004,5.830779,4.65918,1.588833,2.151762
austria,4,23,106.67812,350.74077,4.94802,8.6000004,5.860047,4.669816,1.598987,2.151762
austria,4,24,108.80483,360.31699,4.99801,8.5900002,5.886984,4.689556,1.60904,2.150599
austria,4,25,110.28491,370.00878,5.04801,8.5900002,5.913527,4.703067,1.618994,2.150599
austria,4,26,112.99949,380.51873,5.098,8.5799999,5.941535,4.727383,1.628848,2.149434
austria,4,27,114.32051,391.53988,5.118,8.6700001,5.970088,4.739006,1.632764,2.159869
austria,4,28,116.58303,402.93876,5.138,8.75,5.998785,4.758604,1.636664,2.169054
bangladesh,5,1,7.4866022,14.507477,28.4383,2.1500001,2.674664,2.013115,3.347737,0.7654679
bangladesh,5,2,7.968535,14.668161,28.9306,2.1800001,2.685679,2.075501,3.3649,0.7793249
bangladesh,5,3,8.2767447,15.280997,29.4228,2.21,2.72661,2.11345,3.38177,0.7929925
bangladesh,5,4,8.2232765,15.587506,29.9151,2.23,2.74647,2.106969,3.398363,0.8020016
bangladesh,5,5,8.9334774,16.113923,30.4073,2.26,2.779684,2.189806,3.414683,0.8153648
bangladesh,5,6,9.0265416,16.755583,30.8995,2.28,2.818732,2.200169,3.43074,0.8241754
bangladesh,5,7,9.3344901,17.426135,31.5321,2.3,2.857971,2.233716,3.451006,0.8329091
bangladesh,5,8,9.2923474,18.242619,32.1647,2.3299999,2.903761,2.229191,3.47087,0.8458682
bangladesh,5,9,10.083078,19.555025,32.7973,2.3599999,2.973232,2.310858,3.490346,0.8586616
bangladesh,5,10,10.152932,20.653943,33.4299,2.3800001,3.027906,2.317763,3.509451,0.8671005
bangladesh,5,11,10.784138,21.57576,34.0626,2.4100001,3.07157,2.378076,3.5282,0.8796268
bangladesh,5,12,10.359168,22.03971,34.9869,2.4400001,3.092846,2.337872,3.554974,0.8919981
bangladesh,5,13,9.2098929,21.746731,35.9112,2.46,3.079463,2.220278,3.581049,0.9001614
bangladesh,5,14,9.1878267,22.033369,36.8354,2.49,3.092558,2.21788,3.606459,0.9122827
bangladesh,5,15,10.418087,22.249413,37.7597,2.53,3.102316,2.343544,3.631243,0.9282193
bangladesh,5,16,10.287648,22.334282,38.684,2.5599999,3.106123,2.330944,3.655426,0.9400072
bangladesh,5,17,10.7466,22.472303,39.772,2.5899999,3.112283,2.374589,3.683163,0.9516578
bangladesh,5,18,10.857616,22.804232,40.8602,2.6300001,3.126946,2.384867,3.710156,0.9669839
bangladesh,5,19,11.654418,23.456387,41.9483,2.6700001,3.155143,2.455685,3.736438,0.9820785
bangladesh,5,20,12.345654,24.151017,43.0363,2.6900001,3.184326,2.513304,3.762044,0.9895412
bangladesh,5,21,12.518561,25.47019,44.1244,2.74,3.237509,2.527212,3.787013,1.007958
bangladesh,5,22,13.705341,26.807179,45.0714,2.8,3.28867,2.617786,3.808248,1.029619
bangladesh,5,23,14.220276,28.041232,46.0182,2.8599999,3.333676,2.654669,3.829037,1.050822
bangladesh,5,24,14.879717,28.769262,46.9652,2.9200001,3.359308,2.699999,3.849407,1.071584
bangladesh,5,25,15.587372,29.555087,47.9121,2.98,3.386256,2.746461,3.869368,1.091923
bangladesh,5,26,16.200397,30.52764,48.859,3.04,3.418633,2.785036,3.888939,1.111858
bangladesh,5,27,16.907138,31.312642,50.5958,3.0899999,3.444022,2.827736,3.923869,1.128171
bangladesh,5,28,17.600821,32.266013,52.3326,3.1300001,3.474015,2.867946,3.957619,1.141033
belgium,6,1,58.235322,144.45149,5.88207,7.6399999,4.972944,4.064492,1.771909,2.033398
belgium,6,2,61.13452,151.5685,5.90563,7.6599998,5.021038,4.113077,1.775906,2.036012
belgium,6,3,64.320856,159.15906,5.92918,7.6700001,5.069904,4.163884,1.779886,2.037317
belgium,6,4,67.119825,166.46619,5.95273,7.6599998,5.114792,4.20648,1.78385,2.036012
belgium,6,5,71.789126,175.48634,5.97629,7.6599998,5.167561,4.273733,1.7878,2.036012
belgium,6,6,74.345284,184.79219,5.99984,7.6500001,5.219232,4.30872,1.791733,2.034706
belgium,6,7,76.696273,194.84018,6.01474,7.6799998,5.27218,4.339853,1.794213,2.03862
belgium,6,8,79.668568,204.9931,6.02964,7.7199998,5.322976,4.377875,1.796687,2.043814
belgium,6,9,83.01636,214.51411,6.04454,7.7399998,5.368375,4.419038,1.799155,2.046402
belgium,6,10,88.528699,224.59929,6.05944,7.7600002,5.414318,4.483327,1.801617,2.048982
belgium,6,11,94.160945,235.85433,6.07433,7.7800002,5.463214,4.545005,1.804072,2.051556
belgium,6,12,97.617748,246.27447,6.11053,7.8000002,5.506447,4.581059,1.810014,2.054124
belgium,6,13,102.77076,256.95188,6.14674,7.8200002,5.548889,4.632501,1.815922,2.056684
belgium,6,14,108.84521,268.64388,6.18295,7.8200002,5.593387,4.689927,1.821795,2.056684
belgium,6,15,113.2958,281.39255,6.21915,7.8299999,5.63975,4.730002,1.827633,2.057962
belgium,6,16,111.61113,293.19273,6.25536,7.8200002,5.68083,4.715021,1.833439,2.056684
belgium,6,17,117.832,305.44134,6.29435,7.8600001,5.721758,4.76926,1.839652,2.061787
belgium,6,18,118.39117,317.2102,6.33334,7.9000001,5.759565,4.773994,1.845828,2.066863
belgium,6,19,121.631,329.17137,6.37233,7.9299998,5.796578,4.800992,1.851965,2.070653
belgium,6,20,124.22604,339.98317,6.41133,7.96,5.828896,4.822103,1.858067,2.074429
belgium,6,21,129.58404,351.46547,6.45031,7.98,5.862112,4.86433,1.864128,2.076938
belgium,6,22,128.30216,358.44915,6.48885,8.0200005,5.881787,4.854388,1.870085,2.081939
belgium,6,23,130.23599,364.79294,6.52739,8.0500002,5.89933,4.869348,1.876007,2.085672
belgium,6,24,130.73089,369.9732,6.56592,8.0900002,5.913431,4.873141,1.881893,2.090629
belgium,6,25,133.52645,375.29112,6.60446,8.1400003,5.927702,4.8943,1.887745,2.09679
belgium,6,26,134.62906,380.54019,6.643,8.1599998,5.941592,4.902524,1.893564,2.099244
belgium,6,27,136.58901,386.475,6.6494,8.2700005,5.957067,4.916976,1.894527,2.112635
belgium,6,28,139.66177,393.35851,6.6558,8.3699999,5.974721,4.939224,1.895489,2.124654
bolivia,7,1,2.045536,6.6110515,1.849537,3.1099999,1.888743,0.7156599,0.6149353,1.134623
bolivia,7,2,2.0978172,6.7341409,1.893662,3.1800001,1.90719,0.7408974,0.6385125,1.156881
bolivia,7,3,2.1893957,7.0795044,1.937787,3.1900001,1.957204,0.7836256,0.6615466,1.160021
bolivia,7,4,2.3315279,7.4377395,1.981909,3.2,2.006567,0.8465238,0.6840605,1.163151
bolivia,7,5,2.4358372,7.7943788,2.026041,3.22,2.053403,0.8902905,0.7060837,1.169381
bolivia,7,6,2.5555684,8.1890744,2.07016,3.24,2.102801,0.9382747,0.7276259,1.175573
bolivia,7,7,2.7510034,8.4872172,2.12069,3.26,2.138561,1.011966,0.7517415,1.181727
bolivia,7,8,2.9334013,8.8664719,2.17122,3.28,2.182277,1.076163,0.7752892,1.187843
bolivia,7,9,3.0989998,9.5721144,2.22175,3.3199999,2.258854,1.131079,0.7982952,1.199965
bolivia,7,10,3.1872399,10.168664,2.27228,3.4200001,2.319311,1.159155,0.8207837,1.229641
bolivia,7,11,3.1774387,10.693821,2.3228,3.5599999,2.369666,1.156075,0.8427734,1.26976
bolivia,7,12,3.332204,11.291578,2.38231,3.72,2.424057,1.203634,0.8680706,1.313724
bolivia,7,13,3.5120471,11.985551,2.44182,3.8399999,2.483702,1.256199,0.8927436,1.345472
bolivia,7,14,3.6974669,12.624206,2.50133,3.97,2.535616,1.307648,0.9168226,1.378766
bolivia,7,15,3.8877192,13.337159,2.56084,4.0999999,2.590554,1.357823,0.9403353,1.410987
bolivia,7,16,4.1444045,14.267051,2.62035,4.2600002,2.657953,1.421759,0.9633079,1.449269
bolivia,7,17,4.3970755,15.22787,2.68977,4.4099998,2.723127,1.48094,0.9894557,1.483875
bolivia,7,18,4.5820667,16.237618,2.7592,4.5599999,2.787331,1.52215,1.014941,1.517323
bolivia,7,19,4.735703,17.361953,2.82862,4.7399998,2.854281,1.55513,1.039789,1.556037
bolivia,7,20,4.7347978,18.299636,2.89804,4.9099998,2.906881,1.554939,1.064035,1.591274
bolivia,7,21,4.690838,18.88692,2.96746,5.0799999,2.93847,1.545611,1.087706,1.625311
bolivia,7,22,4.7342039,19.198781,3.04676,5.2399998,2.954847,1.554814,1.114079,1.656321
bolivia,7,23,4.527873,19.442815,3.12607,5.4099998,2.967478,1.510252,1.139777,1.688249
bolivia,7,24,4.3256535,19.258728,3.20538,5.5900002,2.957964,1.464563,1.164831,1.720979
bolivia,7,25,4.3688586,18.99411,3.28469,5.7800002,2.944129,1.474502,1.189272,1.754404
bolivia,7,26,4.3382487,18.61,3.364,5.9699998,2.923699,1.467471,1.213131,1.786747
bolivia,7,27,4.199713,18.264515,3.4672,6.1500001,2.90496,1.435016,1.243347,1.816452
bolivia,7,28,4.3097641,17.977283,3.5704,6.3200002,2.889109,1.460883,1.272678,1.843719
brazil,8,1,59.913826,135.43238,38.8418,2.3099999,4.908473,4.092907,3.659497,0.8372475
brazil,8,2,66.070544,145.05509,40.0118,2.3499999,4.977114,4.190723,3.689174,0.8544153
brazil,8,3,69.516747,155.00668,41.1817,2.3800001,5.043468,4.241568,3.717994,0.8671005
brazil,8,4,70.124724,163.08167,42.3517,2.4200001,5.094251,4.250276,3.746009,0.8837675
brazil,8,5,72.569102,172.05726,43.5216,2.46,5.147827,4.284539,3.773257,0.9001614
brazil,8,6,74.785087,182.27982,44.6917,2.51,5.205543,4.314619,3.799788,0.9202827
brazil,8,7,78.678663,193.21509,46.1635,2.55,5.263804,4.365372,3.83219,0.9360933
brazil,8,8,82.482774,202.64229,47.6354,2.5999999,5.311442,4.41259,3.863576,0.9555114
brazil,8,9,92.191228,215.03182,49.1074,2.6500001,5.370786,4.523865,3.89401,0.9745597
brazil,8,10,101.29147,235.236,50.5793,2.71,5.460589,4.618002,3.923542,0.9969487
brazil,8,11,110.09167,253.9134,52.0512,2.76,5.536993,4.701313,3.952228,1.015231
brazil,8,12,122.54939,276.15461,53.7837,2.8199999,5.620961,4.808514,3.98497,1.036737
brazil,8,13,137.61182,302.92129,55.516,2.8900001,5.713473,4.924437,4.016671,1.061257
brazil,8,14,157.3887,336.55433,57.2484,2.97,5.818759,5.058719,4.0474,1.088562
brazil,8,15,171.62011,374.90786,58.9808,3.03,5.92668,5.145283,4.077212,1.108563
brazil,8,16,180.56027,416.77138,60.7132,3.0999999,6.032538,5.196064,4.106161,1.131402
brazil,8,17,198.23763,460.95588,62.6974,3.1800001,6.133302,5.289466,4.13832,1.156881
brazil,8,18,207.36896,502.6606,64.6817,3.27,6.219915,5.3345,4.169478,1.18479
brazil,8,19,214.07015,545.55247,66.666,3.3599999,6.301799,5.366304,4.199695,1.211941
brazil,8,20,228.55551,589.17664,68.6502,3.4400001,6.378726,5.431779,4.229024,1.235471
brazil,8,21,249.37828,637.05815,70.634496,3.55,6.456861,5.518971,4.257519,1.266948
brazil,8,22,238.42177,674.17165,72.581696,3.6800001,6.513485,5.474041,4.284713,1.302913
brazil,8,23,239.80671,705.59249,74.529104,3.8099999,6.559038,5.479833,4.31119,1.337629
brazil,8,24,231.63029,726.35692,76.4764,3.9400001,6.588041,5.445143,4.336982,1.371181
brazil,8,25,244.06278,746.89544,78.423696,4.0700002,6.615925,5.497426,4.362126,1.403643
brazil,8,26,263.43231,770.97199,80.371,4.1799998,6.647652,5.573796,4.386653,1.430311
brazil,8,27,284.57245,806.48379,82.4158,4.3000002,6.692684,5.650988,4.411777,1.458615
brazil,8,28,294.08589,839.81907,84.4606,4.4200001,6.733186,5.683872,4.436285,1.48614
cameroon,9,1,3.424777,3.4365261,3.01474,0.63999999,1.234461,1.231036,1.103514,-0.4462871
cameroon,9,2,3.4653212,3.5335877,3.05328,0.68000001,1.262314,1.242805,1.116216,-0.3856625
cameroon,9,3,3.5706993,3.6397596,3.09183,0.72000003,1.291918,1.272761,1.128763,-0.328504
cameroon,9,4,3.704351,3.754677,3.13037,0.76999998,1.323002,1.309508,1.141151,-0.2613648
cameroon,9,5,3.8357437,3.8872778,3.16891,0.81999999,1.357709,1.344363,1.153388,-0.198451
cameroon,9,6,3.9134748,4.1265715,3.20746,0.88,1.417447,1.364426,1.165479,-0.1278334
cameroon,9,7,4.0959562,4.4379756,3.28268,0.92000002,1.490198,1.41,1.18866,-0.0833816
cameroon,9,8,3.6048417,4.688513,3.3579,0.97000003,1.545115,1.282278,1.211316,-0.0304592
cameroon,9,9,3.8392586,4.9327365,3.43313,1.04,1.595894,1.345279,1.233472,0.0392207
cameroon,9,10,4.0264783,5.1474237,3.50835,1.12,1.638496,1.392892,1.255146,0.1133287
cameroon,9,11,4.1427453,5.4863242,3.58357,1.2,1.702258,1.421359,1.27636,0.1823216
cameroon,9,12,4.298772,5.932736,3.68059,1.29,1.780486,1.458329,1.303073,0.2546422
cameroon,9,13,4.3992228,6.408853,3.77761,1.4,1.85768,1.481428,1.329092,0.3364722
cameroon,9,14,4.6396652,6.9141048,3.87465,1.5,1.933563,1.534642,1.354455,0.4054651
cameroon,9,15,5.1376829,7.3361398,3.97167,1.61,1.992813,1.636602,1.379187,0.4762342
cameroon,9,16,5.0990843,7.8592758,4.06871,1.72,2.061694,1.629061,1.403326,0.5423243
cameroon,9,17,5.3196621,8.3021885,4.19036,1.84,2.116519,1.67141,1.432787,0.6097656
cameroon,9,18,5.76973,9.009663,4.31202,1.96,2.198298,1.752625,1.461406,0.6729445
cameroon,9,19,6.6171771,10.186259,4.43366,2.0799999,2.32104,1.889669,1.489225,0.7323679
cameroon,9,20,7.496193,11.250892,4.55532,2.2,2.420447,2.014395,1.516296,0.7884574
cameroon,9,21,8.6682143,12.435673,4.67698,2.3099999,2.520569,2.159663,1.542653,0.8372475
cameroon,9,22,9.7875476,14.246115,4.76879,2.4300001,2.656484,2.281111,1.562093,0.8878913
cameroon,9,23,10.046472,16.02886,4.86058,2.54,2.774391,2.307222,1.581158,0.9321641
cameroon,9,24,10.825477,17.901582,4.95239,2.6600001,2.884889,2.381902,1.59987,0.9783261
cameroon,9,25,11.457806,19.54244,5.0442,2.78,2.972589,2.438671,1.618239,1.022451
cameroon,9,26,12.334218,21.32761,5.136,2.9000001,3.060003,2.512377,1.636275,1.064711
cameroon,9,27,13.324826,24.583358,5.28,3.02,3.20207,2.589629,1.663926,1.105257
cameroon,9,28,12.455161,26.602256,5.424,3.1300001,3.280996,2.522135,1.690834,1.141033
canada,10,1,128.54614,311.16329,10.559,8.5600004,5.740318,4.856288,2.356979,2.1471
canada,10,2,132.58939,321.60032,10.76741,8.5699997,5.77331,4.887257,2.376524,2.148268
canada,10,3,142.00725,332.61548,10.97583,8.5799999,5.806987,4.955878,2.395696,2.149434
canada,10,4,149.38733,344.26008,11.18423,8.5900002,5.841397,5.006543,2.414505,2.150599
canada,10,5,159.35921,358.73243,11.39264,8.6199999,5.882577,5.071161,2.432967,2.154085
canada,10,6,169.8825,375.82245,11.60105,8.6499996,5.929117,5.135107,2.451096,2.157559
canada,10,7,181.43222,395.60525,11.92258,8.6199999,5.980417,5.200882,2.478434,2.154085
canada,10,8,186.73181,414.4842,12.24413,8.6000004,6.027035,5.229673,2.505047,2.151762
canada,10,9,196.73837,432.7792,12.56566,8.5799999,6.070228,5.281875,2.530968,2.149434
canada,10,10,207.27985,452.22747,12.8872,8.5699997,6.114185,5.33407,2.556235,2.148268
canada,10,11,212.76593,471.53909,13.20875,8.5600004,6.156002,5.360193,2.580879,2.1471
canada,10,12,225.01897,493.06599,13.51801,8.6099997,6.200643,5.416185,2.604023,2.152924
canada,10,13,237.818,515.41724,13.82728,8.6599998,6.244977,5.471506,2.626643,2.158715
canada,10,14,256.15834,540.88532,14.13653,8.71,6.293207,5.545796,2.648762,2.164472
canada,10,15,267.35247,568.36306,14.4458,8.8100004,6.342761,5.588568,2.670404,2.175888
canada,10,16,274.29324,597.56511,14.75507,8.8999996,6.392863,5.614198,2.691587,2.186051
canada,10,17,291.1639,627.86725,15.0636,8.9899998,6.442329,5.673886,2.712281,2.196113
canada,10,18,301.58058,658.07817,15.37214,9.0799999,6.489324,5.709037,2.732557,2.206074
canada,10,19,315.37516,688.73014,15.68066,9.1499996,6.53485,5.753763,2.752428,2.213754
canada,10,20,327.34292,722.84176,15.9892,9.2200003,6.58319,5.791008,2.771914,2.221375
canada,10,21,332.56351,761.72296,16.29773,9.2399998,6.635583,5.806831,2.791026,2.223542
canada,10,22,344.83306,806.94202,16.46679,9.3599997,6.693252,5.84306,2.801346,2.236445
canada,10,23,333.75817,842.05391,16.63584,9.46,6.735844,5.810417,2.811559,2.247072
canada,10,24,344.38657,875.27431,16.80489,9.5699997,6.774538,5.841765,2.82167,2.258633
canada,10,25,366.36167,908.60034,16.97394,9.6700001,6.811905,5.903621,2.831679,2.269028
canada,10,26,383.70804,947.05923,17.143,9.7600002,6.853362,5.949882,2.84159,2.278292
canada,10,27,396.20592,988.61004,17.3098,9.8900003,6.8963,5.981934,2.851273,2.291524
canada,10,28,412.15771,1037.0878,17.4766,10.01,6.944172,6.021406,2.860863,2.303585
chile,11,1,8.8643533,22.539305,4.25312,5.3499999,3.115261,2.182038,1.447653,1.677096
chile,11,2,9.3021317,23.456387,4.34476,5.3800001,3.155143,2.230244,1.468971,1.682688
chile,11,3,9.763369,24.559974,4.4364,5.4099998,3.201118,2.278637,1.489843,1.688249
chile,11,4,10.381707,25.920836,4.52804,5.4499998,3.255047,2.340045,1.510289,1.695616
