"u_hat","V_u_hat"
0.256395860349113,1.8533531092567e-05
0.252215155157853,1.2435780459367e-05
0.228479358919315,3.32718757149272e-05
0.19990948613736,1.68574494827434e-05
0.177885658660831,1.52417947218842e-05
0.196000418375693,2.49825534588598e-05
0.505878832601215,4.38414326211881e-05
0.463484119545185,2.80818095063865e-05
0.451702820586334,1.08970720471739e-05
0.520333221526377,2.28277047471795e-05
0.303033026906687,4.83142408883952e-05
0.307495924400109,5.70625986866503e-05
0.310164710640148,2.85030906553707e-05
0.914720907347042,0.000137836655105904
0.0430384093736592,1.30914339776859e-05
0.74041324976372,9.85956743498183e-05
0.0597808792164784,5.11509008220785e-06
0.149666324287566,3.54452045254022e-05
0.0761968500638544,3.04651769292943e-06
0.0755054776061269,2.41689715723678e-06
0.397587267309085,9.82253612336378e-06
0.283403013130295,1.05590802735903e-05
0.387504145297466,2.07740320614631e-05
0.618590035223257,4.33631708766821e-05
0.252608101928881,1.99041425756725e-05
0.069031714845731,9.52419296800762e-06
0.212813750894061,2.81012626538009e-05
0.207136566770183,2.68426483801944e-05
0.260748152904383,3.91301056503793e-05
0.222931079070416,2.70533587464822e-05
0.316267503914444,4.28035877152096e-05
0.33469894547839,2.7252240609519e-05
0.474785189434818,0.00010345337131793
0.477452690433602,0.000102681847846408
0.51683180092244,6.79920236546697e-05
0.46233222812022,6.71086686354803e-05
0.166489513310296,2.42820171007989e-05
0.549471301145921,4.78078346351741e-05
0.0550585491871651,5.57616482783088e-06
1.18868055899046,6.98640115248596e-05
0.929705148737597,5.56763956082618e-05
0.902145106396082,3.80681230981819e-05
0.86112414410176,4.67804498328737e-05
1.13377004167064,5.66209323783334e-05
1.2002791245954,5.49019507706631e-05
1.04964149880372,2.76236395584481e-05
0.902604096792001,5.68975844138575e-05
0.863280284196063,5.32014138222001e-05
0.79021291099802,4.92939180122361e-05
0.688039926644403,4.41267929690065e-05
0.71327213118957,3.13635529339857e-05
0.679591981590622,3.7716557128347e-05
0.565353398310312,4.0082341814345e-05
0.495466766933014,4.49969765304598e-05
0.444947721618124,2.49768648733589e-05
0.323932661451511,5.83689059387411e-05
0.256278921851283,2.20926617643583e-05
0.361455041996733,5.55311719074553e-05
0.322450706803351,5.93000463354823e-05
0.269280764728328,3.40005705543022e-05
0.317235071719416,3.42693130747616e-05
0.331693451867183,5.51152524912847e-05
0.340900436617602,6.66290248333218e-05
0.251389371937606,3.27007539440215e-05
0.269027472955811,3.18397268185121e-05
0.755320619450587,2.07798273336401e-05
0.57630662483943,3.0126333639326e-05
0.684861173516539,4.65082168967222e-05
0.519391737454176,4.18499784838456e-05
0.903245203903472,5.14159136837543e-05
0.875616232200213,7.8991246115148e-05
0.909672787165559,4.08910213991867e-05
0.78502838278477,3.35945258737484e-05
0.825956937355532,3.85943620417145e-05
0.803113925595037,3.06288719664003e-05
0.781238299792666,3.78483724576293e-05
1.02729215047022,5.53807468030954e-05
0.957029047542205,3.85688580478319e-05
0.438449580234079,4.06271610074403e-05
0.367302998879592,3.50697871191436e-05
0.352398330136336,1.19158221204308e-05
0.219813090666557,2.31531033757337e-05
0.287684856363284,2.40731100164279e-05
0.274353205356165,2.73274527724016e-05
0.460326111099036,2.15672325827288e-05
0.670572882944894,2.62077427518422e-05
0.693422067386619,2.26911639678383e-05
0.552464969669711,3.28854666338522e-05
0.652832199112643,4.00946100443953e-05
0.524670189783467,1.70331644383103e-05
0.411222591639579,2.27269705949228e-05
0.264174062074067,1.43280748057589e-05
0.240505199195865,8.74984481388476e-06
0.234365828397615,2.88221021313814e-05
0.256479079138618,3.32321737576132e-05
0.212491090301735,2.61442654079367e-05
0.195634480863538,2.46323162371206e-05
0.185346821294556,9.56512563384519e-06
0.187532140787439,2.50331525049787e-05
0.159315848147784,1.43825711486046e-05
0.176889578480635,1.37226546542065e-05
0.144043820095767,2.58992458776918e-05
0.161667990564107,1.71886310155502e-05
0.244462167137829,1.99959139259696e-05
0.460503940571217,3.39036492999751e-05
0.460364168441846,4.87608317289266e-05
0.607008973712048,9.21099215361798e-06
0.384369064547837,2.1281469519643e-05
0.589537683384409,5.58677283159829e-05
0.35948984811381,3.11349774903902e-05
0.628191792210729,3.78599247143597e-05
0.283603227763665,1.4434367744997e-05
0.399865145406181,4.10567604172702e-05
0.433059248624231,3.55811219413093e-05
