"u_hat","V_u_hat"
0.256766577504156,8.18019248394783e-06
0.25414538412176,1.05381071523311e-05
0.2293520043856,2.42745068608858e-05
0.198903280613654,3.32675497037484e-05
0.182888174826329,4.7749370384162e-05
0.198054238375417,1.24483582763676e-05
0.504495811366259,0.00010492324984436
0.469013532717271,3.77669472321028e-05
0.457460359597131,3.54036463371525e-05
0.519797997070077,6.15181368705645e-05
0.307026955284083,6.73121659707339e-05
0.312719808263062,4.45670266391541e-05
0.312230013917828,4.32200184840498e-05
0.898601049465827,0.000392845369387005
0.0360224730119367,6.10895464814599e-05
0.738115020210714,0.000169130443235845
0.0571970194413594,1.18422185582146e-05
0.150771320378574,3.05187468945606e-05
0.0778005438731382,1.41477774478934e-05
0.0773949450428757,1.80555954043171e-05
0.400893919835234,0.000128439532137049
0.297954799601186,4.27440736725538e-05
0.393268679861255,5.15463444203169e-05
0.620841954454813,0.000133004491989456
0.260642708121958,3.09516632743028e-05
0.0633639490686517,9.99157404145074e-06
0.213013113355298,2.71449785614686e-05
0.205830961083891,2.61610302267252e-05
0.268423256354946,2.16973477434874e-05
0.230700262494932,2.33405071689283e-05
0.319059296242647,4.0477586171741e-05
0.33755822677873,5.9429646335339e-05
0.463973984962499,5.91010945409191e-05
0.46888745717994,5.62600021743773e-05
0.508265553729842,2.63757933106185e-05
0.450808122732402,6.23461539086267e-05
0.172080221220052,5.92458601851451e-05
0.554961204908676,4.20662327078279e-05
0.0290753618151984,0.000235732991860095
1.20154842654244,9.30357609902644e-05
0.958760400470933,0.000101377503158916
0.92915861729575,3.37141930070077e-05
0.878920567901554,5.34760861670521e-05
1.14217769518933,0.000106625331405658
1.21245977632345,0.000117450127049105
1.06149980002232,0.00010158728083392
0.927955040117462,5.76929171868854e-05
0.885023305632922,6.80809173542073e-05
0.798525218565013,7.78009947747716e-05
0.698539191144506,4.63203502118441e-05
0.718721888229423,4.78430047942182e-05
0.684890394441475,6.84699788021692e-05
0.576108723800527,4.15732225567523e-05
0.500235953318518,2.87316951959547e-05
0.451575861220185,1.59302181446633e-05
0.322802928999774,2.2861925189397e-05
0.267544452316022,6.21529152024818e-05
0.366799632757515,2.46079503552289e-05
0.323385848520161,1.29830242903675e-05
0.274833203070075,6.83725134774513e-05
0.32035771902632,1.3723189910624e-05
0.331723717672443,2.12750865884756e-05
0.335632767126171,5.09799616895441e-05
0.26526449120229,1.01705047469133e-05
0.272448132580284,3.69386697462766e-05
0.763000051306309,5.10097471493524e-05
0.588508190084882,7.57406832337888e-05
0.694597730712481,4.85276447503007e-05
0.522215423152524,1.66292848359608e-05
0.912409775208105,6.79389351390316e-05
0.889296740329533,0.000114322483690732
0.93447051005882,2.1014521235862e-05
0.786016325829835,3.79139097466765e-05
0.836136425120175,4.21931359959248e-05
0.806106245386382,5.79082042872738e-05
0.77879145586679,0.000101960057755786
1.04203383076635,5.58609179310224e-05
0.97127038199385,9.07339266661563e-05
0.437373164723871,4.20751970693968e-05
0.372071339216869,4.75157946602921e-05
0.359979544620975,7.06758550913126e-05
0.217479634514407,5.72992230370559e-05
0.299183773349417,4.42642264244867e-05
0.287210006918423,8.29198571943201e-05
0.456790593487957,6.9145492812567e-05
0.680445695263444,9.80805822881342e-06
0.70000961066381,3.46352125270356e-05
0.55495327589437,2.2288408987942e-05
0.651211635731305,6.17421281221795e-05
0.519516629289458,8.27908336574273e-05
0.424821127677435,4.135249292059e-05
0.268236776023989,4.54186839467531e-05
0.242582293567146,2.17829689127608e-05
0.239236812366123,1.9915035347448e-05
0.259426326061062,1.80827847918162e-05
0.218230297228997,5.65219288662274e-05
0.198955519770834,3.27761846474208e-05
0.188623376008947,2.87461661883265e-05
0.190215567954382,4.43140791181139e-05
0.161243338515052,4.47382264722062e-05
0.181277673487367,3.62090427507738e-05
0.138601287742587,1.24245428721567e-05
0.164789283132017,5.56191630703838e-05
0.255485427619939,3.16472830687683e-05
0.455573614081139,4.96649688095476e-05
0.456176300875645,3.64350147240896e-05
0.61135030688836,8.79635148615287e-05
0.385922729542749,4.02101814342939e-05
0.596434618788977,4.57651235616341e-05
0.361990986563621,2.18542036751212e-05
0.628262167974261,1.09688859798691e-05
0.298970168770296,9.61164004360393e-05
0.404342161035995,3.3496053009904e-05
0.42950151356288,3.66003412852574e-05
0.327931831363242,4.28226152458099e-05
0.282566386517351,1.35132597581268e-05
0.27976233751224,4.58899586791742e-05
0.133452828413336,2.97942774693704e-05
0.352588342296273,8.09369363670209e-05
0.319927673160112,1.22830340989734e-05
0.329971603527857,2.21023779482025e-05
0.329697035447642,1.30588788140929e-05
0.331342102005569,1.07958539335239e-05
0.309923773277472,2.69064546390893e-05
0.337033312246323,4.68466137456512e-05
0.267128016584091,1.23231794724993e-05
0.25812390250106,4.11480300606061e-05
0.379014225203201,1.71996467106287e-05
0.856257112123557,0.000105874211828749
0.917103722275244,7.6457352666341e-05
1.06169122156116,5.00852260878958e-05
1.2075110008494,7.23584792736918e-05
1.06086648784025,4.63618534672827e-05
1.08925279761464,0.00011112518685566
1.30717443102499,0.000243065210838302
0.815459654753143,5.84531281339502e-05
0.773560441506126,4.41567718547097e-05
0.764423733423772,5.95463278524727e-05
0.622311373004192,7.19905555252938e-05
0.542773345820906,1.95242217413049e-05
0.72131042192706,3.84911671115431e-05
0.310557894200198,6.41832351913568e-05
0.263331477539928,5.85801173775336e-05
0.313768282123926,2.30204285969421e-05
0.259019754339285,1.53843755851567e-05
0.305863870974387,6.46929292455223e-05
0.265751904342802,9.01497343313934e-06
0.272309101673385,1.41266949297481e-05
0.248688794072248,1.98115089966266e-05
0.199891414037306,3.27983546437574e-05
0.239310434244538,5.36587732267156e-05
0.190124442509067,5.94742859273439e-05
0.206258758899178,4.87004700590902e-05
0.131934858081306,3.68319615229792e-05
0.198674693945196,6.79315311121454e-05
0.216745618392282,6.21400291916288e-05
0.219175783830744,7.26416845889463e-05
0.269347533928462,1.45789555982728e-05
0.214106651411272,7.55135332034401e-05
0.210061637080289,4.00343036408024e-05
0.55935170325185,3.56401213956683e-05
0.469602784472529,7.26095216250155e-05
0.49798972577086,4.12435295689749e-05
0.429676152498936,8.12115901392953e-05
0.322553256181045,1.81227151729504e-05
0.296543378903951,9.1098494600634e-05
0.294164247005489,2.29867496704905e-05
0.317927450703157,3.22711144025296e-05
0.309814064702401,7.8742298759833e-05
0.292961128078558,7.66690688630717e-05
0.348392811745679,2.48970689465025e-05
0.391667236819165,1.70902472065535e-05
0.245495257115581,1.43909836778423e-05
0.228419141459354,1.46433390426964e-05
0.220103117020679,2.98779156404818e-05
0.209136602156517,3.23212643406431e-05
0.277903498331837,6.70475363492621e-05
0.242410017651508,2.58117142660112e-05
0.321353285885812,6.87215783380274e-05
0.367899141618196,1.19494394364131e-05
0.708561495720644,3.54325212524322e-05
0.756530576005148,4.95108291548364e-05
0.712315328968193,5.97637295372073e-05
0.733206622304384,4.43470048123947e-05
0.722745352722938,6.28150444426176e-05
0.57422041889171,3.75488038336717e-05
0.581271685613691,5.06892503452429e-05
0.468829361484154,2.2501467927585e-05
0.477321404225335,2.79910947449658e-05
0.526288483479106,1.22783136840984e-05
0.59165856767737,6.98803781378472e-05
0.509469990309651,3.82645847054599e-05
0.324364473512658,2.08820563634774e-05
0.346179867567896,0.000116634535969058
0.332272989437609,5.6121391628454e-05
0.365416513300245,7.36402498326194e-05
0.293506330781314,2.53062378479319e-05
0.301289059996304,8.60071212803085e-05
0.338635332117277,5.46993007474385e-05
0.350993051537405,4.09288322692891e-05
0.405957800339567,5.79169730261818e-05
0.388746553913031,3.18395458310269e-05
0.36829576835866,5.37338054406584e-05
0.268887980399424,5.44874357958629e-05
0.196410417488378,7.86949450518866e-05
0.262662457291958,3.39378043980808e-05
0.108939772807831,4.12378640403055e-05
0.150655030268708,4.08869407210476e-05
0.126639785098552,3.86711938626886e-05
0.129569725732541,4.48622707127667e-05
0.162713324884634,8.28942321559743e-05
