1.000000000000000000e+00,9.904906028807601848e-01,9.531546067883984730e-01,9.203750533833622294e-01,9.716790867131926968e-01,9.811107181644925790e-01,5.304081665374192900e-01,7.277282229959730619e-01,5.521333666248003924e-01,4.323219046213896410e-01,1.401539955106946012e-01,-3.658037901338912490e-01,9.827312429097223578e-02
9.904906028807602958e-01,1.000000000000000000e+00,9.519127246778382734e-01,9.258850045943687324e-01,9.754594953675196356e-01,9.773162701509643391e-01,5.820986387980713328e-01,7.494692192311006584e-01,6.003905300848141335e-01,4.727289962168832460e-01,1.679376081624217032e-01,-3.658816286452776234e-01,8.510053429198750907e-02
9.531546067883980289e-01,9.519127246778376072e-01,1.000000000000000000e+00,9.935807175007436154e-01,9.939313537825600342e-01,9.760924324552885389e-01,6.688464932271295238e-01,6.974823883058377527e-01,6.562403264520791923e-01,5.073348955373236935e-01,2.014241166839684793e-01,-3.400678614290357227e-01,3.631652676648271239e-02
9.203750533833626735e-01,9.258850045943689544e-01,9.935807175007446146e-01,1.000000000000000000e+00,9.851570223506581625e-01,9.567199742132328488e-01,7.286809144573460628e-01,6.991239475073414145e-01,7.038064584538138435e-01,5.503281012139660255e-01,2.357528375017269029e-01,-3.277026572847508978e-01,1.126642989059726055e-02
9.716790867131931408e-01,9.754594953675200797e-01,9.939313537825611444e-01,9.851570223506581625e-01,1.000000000000000000e+00,9.874409100202516942e-01,6.778781833865638040e-01,7.420919860130845702e-01,6.715654379890702019e-01,5.299473845816111695e-01,2.132876732254071761e-01,-3.479985663923950145e-01,4.563786608712913639e-02
9.811107181644926900e-01,9.773162701509643391e-01,9.760924324552892051e-01,9.567199742132325158e-01,9.874409100202513612e-01,1.000000000000000000e+00,6.623641612707575899e-01,7.888667646608861217e-01,6.656440064531748968e-01,5.406262335796029328e-01,2.273308663988833078e-01,-3.272747534284103366e-01,6.235233170960928495e-02
5.304081665374194010e-01,5.820986387980713328e-01,6.688464932271299679e-01,7.286809144573458408e-01,6.778781833865639150e-01,6.623641612707577009e-01,1.000000000000000000e+00,8.007146035266469175e-01,9.454235999057528650e-01,8.590365785687167355e-01,5.367738354355211516e-01,-7.818421772755108912e-02,-1.216708008960497578e-01
7.277282229959727289e-01,7.494692192310998813e-01,6.974823883058375307e-01,6.991239475073406373e-01,7.420919860130835710e-01,7.888667646608854556e-01,8.007146035266464734e-01,1.000000000000000000e+00,8.698055312368048186e-01,8.543468931250192133e-01,5.465335557181972836e-01,-5.800196765949827693e-02,-2.237468740979280807e-02
5.521333666248005034e-01,6.003905300848140225e-01,6.562403264520795254e-01,7.038064584538133994e-01,6.715654379890697578e-01,6.656440064531748968e-01,9.454235999057526429e-01,8.698055312368052627e-01,1.000000000000000000e+00,9.521857665114646929e-01,6.800070967607956263e-01,7.553484383954328640e-02,-1.446253075976720592e-01
4.323219046213896410e-01,4.727289962168832460e-01,5.073348955373242486e-01,5.503281012139658035e-01,5.299473845816112805e-01,5.406262335796030438e-01,8.590365785687169575e-01,8.543468931250198795e-01,9.521857665114648039e-01,1.000000000000000000e+00,8.036056254927604892e-01,2.740766258189546445e-01,-1.861308699562890245e-01
1.401539955106946844e-01,1.679376081624217587e-01,2.014241166839686459e-01,2.357528375017267641e-01,2.132876732254070928e-01,2.273308663988833356e-01,5.367738354355210406e-01,5.465335557181975057e-01,6.800070967607955152e-01,8.036056254927600451e-01,1.000000000000000000e+00,7.444509919283741617e-01,-2.457024625608157653e-01
-3.658037901338911935e-01,-3.658816286452775679e-01,-3.400678614290358892e-01,-3.277026572847506203e-01,-3.479985663923947370e-01,-3.272747534284103366e-01,-7.818421772755095034e-02,-5.800196765949832550e-02,7.553484383954331416e-02,2.740766258189546445e-01,7.444509919283742727e-01,1.000000000000000000e+00,-6.863452265211415770e-02
9.827312429097222191e-02,8.510053429198749519e-02,3.631652676648271932e-02,1.126642989059726055e-02,4.563786608712908088e-02,6.235233170960927107e-02,-1.216708008960497439e-01,-2.237468740979279766e-02,-1.446253075976720592e-01,-1.861308699562889413e-01,-2.457024625608158763e-01,-6.863452265211419934e-02,1.000000000000000000e+00
