V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
0.293310865,0.294173309,0.308106182,0.31601354,0.322118661,0.335781538,0.328878639,0.353156718,0.356036947,0.370323539,0.326990914,0.316710912,0.280941549
0.358961471,0.369079566,0.356203384,0.36753187,0.384196738,0.395982862,0.414941522,0.427612563,0.418447243,0.417470602,0.274801624,0.116169251,0.062829375
0.191487343,0.191216788,0.173381618,0.171269828,0.182005712,0.1707179,0.071364417,0.071084842,0.057697371,0.040781319,0.063744255,0.186753236,0.30394733
0.352573358,0.365041277,0.376460027,0.380945445,0.400995874,0.408114189,0.374428777,0.341762353,0.386935596,0.367717994,0.384559893,0.556763594,0.600297837
0.746434964,0.789210934,0.710101256,0.693362565,0.794459292,0.842174754,0.592659435,0.770783936,0.720494926,0.656777094,0.741423771,0.812143636,0.856226904
0.979122819,0.997150551,1.086144744,1.123891621,1.141139181,1.170954949,0.961788604,1.017112523,1.073736707,1.005354076,0.783087238,0.271510064,0.249650591
0.435124531,0.451284646,0.451086929,0.454894371,0.484479069,0.476409631,0.375828407,0.398906233,0.366477109,0.348458433,0.313383415,0.303899967,0.337824666
0.136776922,0.131635858,0.109663604,0.107604917,0.116636458,0.11773383,0.088443047,0.113459699,0.082390243,0.088363262,0.091140176,0.166542498,0.331774789
0.334175691,0.338213505,0.295761356,0.291581307,0.331780242,0.362041465,0.369145057,0.436451459,0.336033376,0.394823768,0.221377962,0.119613397,0.125630165
0.296794834,0.293002086,0.268030612,0.266744238,0.286230307,0.280471507,0.180504084,0.196598805,0.157911269,0.123300985,0.069814922,0.073625182,0.117012389
0.266538922,0.262377925,0.263276089,0.261825167,0.27862356,0.285670374,0.210103733,0.24199284,0.207406111,0.196914337,0.204654022,0.37107769,0.625381651
0.538670392,0.568588505,0.53620857,0.547683637,0.589041591,0.616506362,0.576172966,0.715675873,0.682662313,0.685819451,0.561789381,0.254459009,0.16950032
0.387901612,0.400979566,0.408421814,0.427508951,0.42202167,0.421278441,0.360424055,0.316516606,0.322539023,0.24760297,0.221719077,0.129675179,0.086317652
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
