"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
4.70637552696485e-06,6.14416143642606e-06,9.69952950334027e-06,1.33162068925597e-05,4.67294757220338e-06,7.92076535325363e-06,8.6452734896449e-05,3.23814965211955e-05,8.29173344709483e-06,5.49291597750976e-06,1.99356652979941e-05,1.60464936890543e-05,1.40920991147524e-05
2.01383134917047e-05,9.32832466316397e-06,1.96417277958071e-05,2.81816490935112e-05,1.52432425893501e-05,1.16753081588654e-05,6.94145083251027e-05,0.000155410344387644,6.95351255411356e-05,1.78702818358569e-05,9.02176876211733e-05,6.52058772823266e-05,3.49766748060054e-05
9.33578849007676e-06,9.36808637596188e-06,7.53892692806498e-06,5.95185944115982e-06,8.45554991326038e-06,8.29553492702545e-06,1.2590065364477e-05,1.89064341221296e-05,5.80312388727371e-06,1.09241213306737e-05,1.78987207999806e-05,2.70399115204752e-05,7.12098660069613e-06
1.11523352597184e-05,7.05302209409637e-06,7.35539076996516e-06,3.79023818997198e-05,1.43795109514896e-06,1.17756565650682e-05,3.27273333764192e-05,4.41582522642822e-05,1.66374064799952e-05,2.70666951666184e-05,0.000142916635084066,9.32842599780626e-05,4.34452369182002e-05
6.35967403334639e-06,1.38319157154489e-05,1.83014183541045e-05,2.28346735940302e-05,3.71435415949665e-06,3.3375824944373e-06,1.46514543375433e-05,2.27640027501705e-05,7.80592219697202e-06,1.37537004149418e-05,1.16527614212577e-05,1.51163489759573e-05,1.10437877216498e-05
1.68319623218222e-05,2.33039522934472e-05,2.77213438133354e-05,1.97739662840938e-05,1.1464493649288e-05,5.34286130095187e-06,6.11845527884556e-05,1.36854469115089e-05,5.74983212372071e-06,5.94106070502678e-05,1.61001076966082e-05,5.27258550812923e-05,4.78919867864654e-06
6.62293431681362e-06,4.85246044768737e-06,2.9797050463068e-05,1.50874580652217e-05,4.60115190446307e-06,2.04354982044534e-06,3.35636059089779e-05,2.90615225698599e-05,4.92608592423863e-06,3.42520540395966e-05,4.38257520664533e-06,4.15468884534508e-05,2.70848555788523e-05
1.33812075800288e-05,1.31049252420764e-05,2.48075337314635e-06,3.25490544953138e-05,9.18120236707585e-06,9.74589529198031e-06,7.51125662519792e-05,8.26050967886826e-05,6.50578908700788e-05,2.65569590298812e-05,4.29319606039287e-05,5.70808533066136e-05,1.42482274552582e-05
1.79399704718815e-05,4.49178658487122e-05,2.14685825229948e-05,6.90533012650134e-05,1.39073481606115e-05,1.05229232646958e-05,0.000109118868351149,7.08221973539483e-05,7.97357538733465e-06,4.4507467804207e-05,5.09607729202689e-05,2.73632047840745e-05,1.44980380033989e-05
1.73926282046414e-05,2.07200246224231e-05,9.25741660141458e-06,1.99675784950463e-05,1.64346147188549e-05,8.68959269887345e-06,3.76369386568108e-05,8.02963991932638e-05,9.11083480073109e-06,4.85148056886561e-05,5.07353920857681e-05,1.07865298064476e-05,3.08739117507645e-05
1.1996632264636e-05,1.38119673695175e-05,1.38029522876261e-05,1.37765459225923e-05,1.64470197038001e-06,3.65137910905232e-06,0.000120858189376966,3.70309005467606e-05,3.48194973639381e-06,1.08513064630906e-05,3.26544999551683e-05,0.000321393844816741,2.51621534323976e-05
9.8071837762443e-06,8.63731965395895e-06,1.01587284741541e-05,2.50439816631409e-06,1.30574685149669e-05,1.14212024501323e-05,1.13431245782125e-05,1.26637746172557e-05,1.03906857717014e-05,5.59122309404638e-05,2.61330461569126e-05,2.18769597045504e-05,1.15718405989524e-05
1.29751493650822e-05,3.79694395747032e-06,4.6122189500711e-06,1.30508641400548e-05,1.12376653053465e-06,5.0762687084344e-06,3.65050426283392e-05,4.05943515588e-05,5.08384519428171e-06,4.47127906509784e-05,2.16838568053077e-05,4.5214380350603e-05,3.52127525501167e-05
1.62474319084213e-05,5.47591200185044e-06,9.74954933720911e-06,2.85893634584208e-05,5.9555110151956e-06,4.04165438383298e-06,2.26743924487394e-05,2.42875524657898e-05,9.65702796086458e-06,3.83501606506861e-05,1.81998892165865e-05,4.91413680957971e-05,7.31530290191585e-05
1.55607170268917e-05,6.85892093868265e-06,7.5756159809821e-06,3.10671767793325e-05,4.51283713823562e-06,1.31901999200198e-05,0.000101441603352661,0.00012560855591354,6.10531463367558e-06,8.54493899308535e-06,5.0081579343655e-05,9.53714372234635e-05,1.95690847507649e-05
4.50663992681017e-06,2.87542406454303e-05,9.01405369087603e-06,1.8511722005468e-05,4.43053551523714e-06,8.1353045166628e-06,5.85975256222357e-05,9.5880978300635e-05,5.47426531006502e-06,2.9572660083586e-05,0.000149882153723049,3.39595957503927e-05,6.75694410204873e-06
2.30897972082419e-05,3.77751783549006e-05,3.22715832465465e-05,1.293630456027e-05,9.5923182533748e-06,2.33615683373076e-05,1.65290446029271e-05,0.000120254432746579,2.15695175871168e-06,1.27382991050061e-05,4.18045144081313e-05,0.000173576430811009,2.7089119955918e-05
0.000187624548684635,0.000192811610090249,7.73867452649131e-05,0.000200861430285896,6.65034805703081e-05,0.00017190644989912,0.000350045137670705,0.000806171137766909,4.33978875330729e-05,0.000369920872236087,0.000215811917029786,0.000776380595464873,6.41528790551226e-05
1.24513166699696e-06,1.99967863540457e-06,3.44466316312205e-06,3.68488410909361e-06,1.89832358818211e-06,2.13486379205213e-06,1.55318606240359e-05,7.31798994934496e-06,6.77299943682604e-06,3.36496220797826e-06,2.20785050695775e-06,7.70833702482149e-06,3.91508347229543e-05
5.14140054998004e-06,3.24135379524376e-05,1.13165998389984e-05,2.9477648860932e-05,2.93119666648315e-06,6.95734880593076e-06,3.45476291035898e-05,3.72534740829897e-05,4.44132154398792e-06,1.12737105256298e-05,6.14676378453801e-05,3.68004280193096e-05,2.85442714437328e-05
1.3412398219043e-05,1.12836960681262e-05,1.28389092927411e-05,6.14279299244086e-06,3.3667739514484e-06,3.93903265093128e-06,6.02688989710047e-06,1.04705455549065e-05,2.63080456337843e-06,1.6249138192951e-05,8.40402497284265e-06,8.51450422423115e-05,6.34007676202904e-06
1.08958029727599e-05,6.25944103977602e-06,2.29640944713484e-06,9.48449838268537e-06,1.15345378947495e-06,4.19739064527775e-06,2.47888483966194e-05,2.35682447020629e-05,4.41384187867674e-06,1.20980329077861e-05,1.60965706954526e-05,5.07772888598184e-05,2.51669233333909e-05
6.78411433353815e-05,8.56755953663216e-05,2.68547282686456e-05,4.67754487333929e-05,1.2171442855908e-05,2.8864730490215e-05,0.000448544593109148,0.000175466764322421,2.07976348543806e-05,0.000171082515462402,7.95166030559038e-05,0.000351161978680551,8.79237298310286e-06
4.67675733294346e-05,0.000100436244076965,3.8605550099883e-05,2.3134999293292e-05,4.02330034137695e-05,7.74905698782932e-05,6.15724021485815e-05,2.81964364611293e-05,2.81984233682181e-05,0.000123686423604813,6.14799713157422e-06,4.30477048421222e-05,1.6833186070426e-05
1.51180530501416e-05,5.45813754119079e-06,2.15721847233716e-06,1.49702580032449e-05,9.43019520237504e-07,7.11738624100993e-06,1.59619325873237e-05,2.0441597463239e-05,1.19591351381245e-05,7.20960972483471e-06,1.25873369467752e-05,3.42818999537275e-05,1.84270722504932e-05
1.53075692317544e-05,9.90597678523969e-06,7.35214519863575e-06,1.21920470652774e-05,5.44048565233927e-06,1.49934213901211e-05,1.99570805331137e-05,2.71942671219385e-05,1.3196125494777e-05,5.84517891423514e-06,5.94340517648501e-06,3.91981563880534e-05,2.696805944571e-05
7.5910181179876e-06,3.96700174242577e-05,7.15682181197893e-06,1.47331852300058e-05,3.49082608529527e-06,7.17522225551113e-06,4.94724986488336e-05,6.05422108142253e-05,9.94195026203779e-06,2.35150837419143e-05,2.30307938672387e-05,2.054315791405e-05,8.5556375630251e-06
1.88335490723813e-05,8.76939089383532e-06,9.83323697648847e-06,2.37573566995805e-05,1.22649758118123e-05,1.60629871374876e-05,3.03166815290229e-05,2.94390758781973e-05,7.77316334492021e-06,2.62181253548691e-05,5.03815119646804e-06,2.23605417261302e-05,7.37723271612616e-06
3.4284427707223e-06,6.00624777416816e-06,4.23114343242154e-06,1.41236757168189e-05,7.6516935296907e-06,8.80392900616555e-06,1.91503430943716e-05,2.34697194609672e-05,2.88450310403955e-05,1.2417055302225e-05,4.47841453177425e-06,1.89615536385678e-05,4.94156871472564e-05
1.84849968061823e-05,1.76298740455349e-05,1.28856117957217e-05,6.60471519814946e-06,7.16987924977813e-06,1.55157837611794e-05,2.97170535758228e-05,1.35708470979877e-05,4.91358435243179e-06,2.79457969141855e-05,2.65929042859368e-05,1.42638580291892e-05,1.35215127018935e-05
2.23116229614598e-05,1.63652645595757e-05,1.61135349143342e-05,2.67003685673292e-05,1.05619907794654e-05,2.36716834924647e-05,0.000142192274769231,5.3541277774911e-05,2.13120869428735e-05,1.57237250995482e-05,1.73984545475217e-05,6.67862374562586e-05,2.64832506741343e-05
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
